ID,Name,PSM,NearestRoad,LandAppraisal,TrainStation,University,Airport,Departmentstore,Hospital,Subdistrict,District,GroupDistrict,TotalUnits,BuiltYear,BuildingAge,CarPark,CCTV,Fitness,Library,Swimmingpool,Security,MiniMart,ElectricalSubStation
1133,Mirage Sukhumvit 27,145952.00,Asoke Montri Road,600000,0.5,1.2,19.79,0.5,1.3,Khlong Toei Nuea,Watthana,South Bangkok,117,2014,10,1,1,1,0,1,1,0,0
1134,Supalai Premier Place Asoke,93504.25,Asoke Montri Road,600000,0.4,0.2,19.8,0.8,1.3,Khlong Toei Nuea,Watthana,South Bangkok,358,2006,18,1,1,1,0,1,1,1,0
1135,Royce Private Residences,214361.40,Asoke Montri Road,600000,0.5,0.6,19.79,0.7,1.3,Khlong Toei Nuea,Watthana,South Bangkok,161,2012,12,1,1,1,0,1,1,0,0
1136,Park Ploenchit,76923.00,Phloen Chit Road,1000000,0.5,1.4,19.8,1.1,1.5,Khlong Tan Nuea,Watthana,South Bangkok,49,1997,27,0,1,0,0,0,1,0,0
1137,Kallista Mansion,123174.60,Phetchaburi Road,243333.3333,0.6,0.9,19.6,1.1,1.7,Khlong Toei Nuea,Watthana,South Bangkok,84,1997,27,1,1,1,0,0,1,0,0
1138,Maru Ekkamai 2,173623.00,Ekkamai Road,255000,0.6,3.2,18.3,0.3,0.7,Phra Khanong Nuea,Watthana,South Bangkok,333,2020,4,0,1,1,0,0,0,0,0
1139,MARQUE Sukhumvit,449247.90,Ekkamai Road,255000,0.2,1.9,19.8,0.3,0.8,Khlong Tan Nuea,Watthana,South Bangkok,148,2016,8,1,1,1,1,1,1,0,0
1140,15 Suite,64479.50,Sukhumvit Road,490000,0.3,1.1,19.79,0.8,1.8,Khlong Toei Nuea,Watthana,South Bangkok,75,1995,29,0,1,1,0,1,1,0,0
1141,Quintara Phume Sukhumvit 39,131712.00,Thonglor Road (Sukhumvit 55),370000,1.3,1,18.93,0.7,1,Khlong Tan Nuea,Watthana,South Bangkok,323,2022,2,0,1,1,0,1,1,0,0
1142,Siamese Exclusive Sukhumvit 31,188552.50,Asoke Montri Road,600000,0.5,0.9,19.79,0.6,1.2,Khlong Toei Nuea,Watthana,South Bangkok,171,2018,6,1,1,1,1,0,0,0,0
1143,Noble Recole,219040.50,Asoke Montri Road,600000,0.5,0.7,19.79,0.5,1.7,Khlong Toei Nuea,Watthana,South Bangkok,288,2019,5,0,1,1,0,1,1,0,0
1144,Fynn Sukhumvit 31,231645.88,Asoke Montri Road,600000,0.7,0.5,20,0.8,1.3,Khlong Tan Nuea,Watthana,South Bangkok,63,2019,5,0,1,1,0,1,1,0,0
1145,The Reserve Sukhumvit 61,215584.57,Ekkamai Road,255000,0.9,2.8,18.5,0.2,1,Khlong Tan Nuea,Watthana,South Bangkok,186,2020,4,1,1,1,0,0,0,0,0
1146,Vittorio 39,387239.63,Sukhumvit Road,490000,0.2,1.8,19.8,0.3,0.7,Khlong Tan Nuea,Watthana,South Bangkok,88,2018,6,1,1,1,0,0,0,0,0
1147,Celes Asoke,307562.29,Asoke Montri Road,600000,0.1,0.9,20.37,0.2,1.6,Khlong Toei,Khlong Toei,South Bangkok,217,2020,4,1,1,1,0,1,1,0,0
1148,Runesu Thonglor 5,259446.50,Ekkamai Road,255000,0.8,2.3,19,0.6,0.5,Khlong Tan Nuea,Watthana,South Bangkok,156,2019,5,0,1,1,0,0,1,0,0
1149,Icon III,103098.17,Sukhumvit Road,490000,1.5,2.1,18.9,0.7,0.3,Khlong Tan Nuea,Watthana,South Bangkok,161,2014,10,0,1,0,0,1,1,0,0
1150,The Teak Sukhumvit 39,142110.00,Asoke Montri Road,600000,1.2,1.1,19.9,1.1,0.7,Khlong Tan Nuea,Watthana,South Bangkok,70,2018,6,0,1,1,0,1,1,0,0
1151,Ivy Thonglor,158177.50,Thonglor Road (Sukhumvit 55),370000,1.5,2.2,18.8,0.7,0.2,Khlong Tan Nuea,Watthana,South Bangkok,447,2010,14,0,1,1,0,1,1,0,0
1152,Noble BE19 Sukhumvit,214560.22,Asoke Montri Road,600000,0.5,0.7,19.79,0.5,1.7,Khlong Toei Nuea,Watthana,South Bangkok,586,2020,4,0,1,1,0,0,1,0,0
1153,Liv @ 49,160028.00,Ekkamai Road,255000,0.6,2.2,19.3,0.8,0.7,Khlong Tan Nuea,Watthana,South Bangkok,183,2016,8,1,1,1,1,1,1,0,0
1154,The Reserve 61 Hideaway,241062.63,Ekkamai Road,255000,0.8,2.8,18.4,0.3,1,Khlong Tan Nuea,Watthana,South Bangkok,155,2022,2,0,1,1,0,1,1,0,0
1155,Kawa Haus,162569.06,Pridi Banomyong Road,240000,0.8,4.1,16.4,0.9,1.6,Khlong Tan Nuea,Watthana,South Bangkok,546,2020,4,0,1,1,0,0,0,0,0
1156,Noble Solo,104766.83,Thonglor Road (Sukhumvit 55),370000,1.9,2.3,18.7,1,0.2,Khlong Tan Nuea,Watthana,South Bangkok,572,2010,14,1,1,1,0,1,1,0,0
1157,Taka Haus,153207.00,Sukhumvit Road,490000,1.3,3.5,17.6,0.7,1.2,Khlong Tan Nuea,Watthana,South Bangkok,269,2019,5,0,1,1,1,1,1,0,0
1158,The Base Park East Sukhumvit 77,106452.86,Pridi Banomyong Road,240000,0.9,4,16.4,1,1.6,Phra Khanong Nuea,Watthana,South Bangkok,504,2015,9,0,1,1,0,1,1,0,0
1159,President Park Sukhumvit 24,90912.80,Rama 4 Road,475000,0.5,2.2,19.57,0.7,1.7,Khlong Tan,Khlong Toei,South Bangkok,228,1994,30,1,1,1,0,0,1,0,0
1160,The Room Sukhumvit 79,85804.67,Pridi Banomyong Road,240000,0.3,3.7,16.1,0.4,2,Khlong Tan Nuea,Watthana,South Bangkok,343,2007,17,1,1,1,0,1,1,0,0
1161,The Monument Thonglor,288388.62,Thonglor Road (Sukhumvit 55),370000,2.1,2.3,18.7,1.1,0.3,Khlong Tan Nuea,Watthana,South Bangkok,127,2019,5,1,1,1,1,0,0,0,0
1162,Asoke Place,83893.50,Asoke Montri Road,600000,0.4,0.5,19.79,0.5,1.6,Khlong Toei Nuea,Watthana,South Bangkok,344,1996,28,0,1,0,0,1,1,0,0
1163,The Room Sukhumvit 21,151092.75,Asoke Montri Road,600000,0.6,0.5,19.9,0.7,1.5,Khlong Toei Nuea,Watthana,South Bangkok,213,2013,11,1,1,1,0,1,1,0,0
1164,Eight Thonglor Residence,223623.50,Ekkamai Road,255000,0.8,2.5,18.7,0.4,0.7,Khlong Tan Nuea,Watthana,South Bangkok,196,2009,15,0,1,1,0,0,0,0,0
1165,Modern Town,79630.00,Ekkamai Road,255000,0.9,2.7,18.6,0.2,0.9,Khlong Tan Nuea,Watthana,South Bangkok,180,1992,32,0,1,1,0,1,1,0,0
1166,The FINE Bangkok Thonglor-Ekamai,230221.71,Ekkamai Road,255000,1.3,3,18.2,0.2,1,Khlong Tan Nuea,Watthana,South Bangkok,220,2020,4,0,1,1,0,0,0,0,0
1167,The Excel Hideaway Sukhumvit 71,73301.67,Pridi Banomyong Road,240000,1,3.7,16.4,1.3,1.5,Phra Khanong Nuea,Watthana,South Bangkok,672,2019,5,1,1,1,0,0,1,0,0
1168,Knightsbridge Prime Onnut,172186.00,Pridi Banomyong Road,240000,0.3,3.7,16.3,0.3,1.9,Phra Khanong Nuea,Watthana,South Bangkok,600,2020,4,0,1,1,0,0,0,0,1
